person_id,bank_account_number,bank,person_age,person_education,person_gender,person_marital_status,person_occupation
p022029,A022407,3862507,27,bachelor's degree,male,single,white-collar worker
p022030,A022408,2657408,22,associate degree,female,single,white-collar worker
p022031,A022409,1739462,45,bachelor's degree,male,married,other
p022032,A022410,3468205,68,high school,female,2,retired
p022033,A022411,3862507,31,graduate degree or higher,male,single,freelancer
p022034,A022412,2793615,56,associate degree,female,married,8
p022035,A022413,2486137,19,below high school,male,single,student
p022036,A022414,2198345,38,bachelor's degree,female,married,business owner
p022037,A022415,3581974,27,associate degree,male,married,blue-collar worker
p022038,A022416,1047286,61,high school,female,2,unemployed
p022039,A022417,4175902,41,graduate degree or higher,male,married,9
p022040,A022418,3186407,22,associate degree,female,single,white-collar worker
p022041,A022419,5472906,45,bachelor's degree,male,married,unemployed
p022042,A022420,1265934,68,associate degree,female,2,8
p022043,A022421,4528071,31,graduate degree or higher,male,married,freelancer
p022044,A022422,3581974,19,below high school,female,single,student
p022045,A022423,2367901,57,high school,male,married,retired
p022046,A022424,4175902,38,associate degree,female,single,other
p022047,A022425,2198345,26,associate degree,male,single,blue-collar worker
p022048,A022426,3186407,73,bachelor's degree,female,2,9
p022049,A022427,3468205,49,associate degree,male,married,business owner
p022050,A022428,1872056,22,associate degree,male,single,student
p022051,A022429,3468205,45,bachelor's degree,female,married,freelancer
p022052,A022430,2198345,67,associate degree,female,2,9
p022053,A022431,1872056,30,high school,male,single,retired
p022054,A022432,3071954,52,graduate degree or higher,female,married,other
p022055,A022433,1739462,19,below high school,male,single,student
p022056,A022434,4871609,38,associate degree,male,married,unemployed
p022057,A022435,2947806,27,associate degree,female,single,blue-collar worker
p022058,A022436,4175902,60,bachelor's degree,male,2,business owner
p022059,A022437,3071954,41,high school,female,married,8
p022060,A022440,3581974,24,associate degree,female,single,8
p022061,A022441,4693725,52,bachelor's degree,male,married,freelancer
p022062,A022442,1527806,68,below high school,female,2,9
p022063,A022443,2367901,31,high school,male,married,retired
p022064,A022444,4381267,19,below high school,female,single,student
p022065,A022445,5286314,44,associate degree,female,married,unemployed
p022066,A022446,1872056,27,graduate degree or higher,male,single,white-collar worker
p022067,A022447,3186407,60,high school,male,married,blue-collar worker
p022068,A022448,2198345,38,associate degree,female,2,other
p022069,A022449,2046713,75,bachelor's degree,female,married,business owner
p022070,A022450,4528071,68,high school,male,2,business owner
p022071,A022451,1047286,24,associate degree,female,single,other
p022072,A022452,4528071,42,associate degree,male,married,white-collar worker
p022073,A022453,4693725,31,bachelor's degree,female,single,freelancer
p022074,A022454,2486137,53,graduate degree or higher,male,married,retired
p022075,A022455,2046713,19,below high school,female,single,9
p022076,A022456,2486137,60,high school,female,married,blue-collar worker
p022077,A022457,4027316,27,associate degree,male,single,unemployed
p022078,A022458,2367901,38,associate degree,female,married,student
p022079,A022459,4027316,45,bachelor's degree,male,2,8
p022080,A022460,3186407,28,associate degree,female,single,other
p022081,A022461,5039472,45,bachelor's degree,male,married,white-collar worker
p022082,A022462,1265934,72,high school,female,2,8
p022083,A022463,3186407,22,below high school,male,single,retired
p022084,A022464,3295718,36,associate degree,male,married,freelancer
p022085,A022465,2198345,58,graduate degree or higher,female,married,student
p022086,A022466,4381267,19,below high school,female,single,unemployed
p022087,A022467,3862507,31,bachelor's degree,male,single,9
p022088,A022468,4528071,67,high school,male,2,business owner
p022089,A022469,2947806,41,associate degree,female,married,blue-collar worker
p022090,A022470,3468205,24,associate degree,female,single,white-collar worker
p022091,A022471,3862507,52,bachelor's degree,male,married,other
p022092,A022472,4528071,68,high school,female,2,9
p022093,A022473,4027316,31,graduate degree or higher,male,single,business owner
p022094,A022474,4693725,19,below high school,female,single,student
p022095,A022475,4175902,45,associate degree,male,married,blue-collar worker
p022096,A022476,1739462,60,bachelor's degree,female,married,retired
p022097,A022477,5472906,28,associate degree,male,married,freelancer
p022098,A022478,4693725,37,high school,female,single,8
p022099,A022479,2657408,55,bachelor's degree,male,2,unemployed
p022100,A022480,3071954,24,associate degree,male,single,other
p022101,A022481,1527806,45,bachelor's degree,female,married,blue-collar worker
p022102,A022482,3862507,67,high school,male,2,8
p022103,A022483,1265934,33,associate degree,female,married,retired
p022104,A022484,3186407,52,graduate degree or higher,female,married,white-collar worker
p022105,A022485,3071954,19,below high school,male,single,student
p022106,A022486,5286314,38,bachelor's degree,male,married,business owner
p022107,A022487,2367901,61,associate degree,female,2,9
p022108,A022488,1047286,28,high school,female,single,freelancer
p022109,A022489,4693725,41,bachelor's degree,male,married,unemployed
p022110,A022490,2486137,22,associate degree,female,single,other
p022111,A022491,1398427,45,bachelor's degree,male,married,freelancer
p022112,A022492,2947806,67,graduate degree or higher,female,2,9
p022113,A022493,2046713,31,high school,male,married,white-collar worker
p022114,A022494,5039472,53,associate degree,female,married,retired
p022115,A022495,2046713,19,below high school,male,single,student
p022116,A022496,3468205,38,associate degree,female,single,blue-collar worker
p022117,A022497,2793615,28,bachelor's degree,male,single,8
p022118,A022498,5286314,61,associate degree,male,married,unemployed
p022119,A022499,4175902,24,associate degree,female,single,business owner
p022120,A022500,4871609,24,associate degree,female,single,retired
p022121,A022501,2046713,58,bachelor's degree,male,2,8
p022122,A022502,2367901,32,associate degree,female,married,freelancer
p022123,A022503,2793615,19,below high school,male,single,white-collar worker
p022124,A022504,5472906,67,high school,male,married,9
p022125,A022505,2198345,41,graduate degree or higher,female,married,other
p022126,A022506,2793615,28,bachelor's degree,male,single,blue-collar worker
p022127,A022507,4528071,73,associate degree,female,2,student
p022128,A022508,1047286,36,high school,female,married,unemployed
p022129,A022509,4381267,51,associate degree,male,married,business owner
p022130,A022510,3581974,67,below high school,male,2,retired
p022131,A022511,1739462,24,associate degree,female,single,blue-collar worker
p022132,A022512,1683509,45,bachelor's degree,male,married,other
p022133,A022513,4027316,32,high school,female,married,student
p022134,A022514,1872056,19,below high school,male,single,8
p022135,A022515,2947806,58,graduate degree or higher,female,married,9
p022136,A022516,3714628,29,associate degree,female,single,freelancer
p022137,A022517,3581974,41,associate degree,male,2,white-collar worker
p022138,A022518,1527806,22,associate degree,male,single,unemployed
p022139,A022519,1398427,36,bachelor's degree,female,married,business owner
p022140,A022520,1265934,24,associate degree,female,single,unemployed
p022141,A022521,4528071,56,bachelor's degree,male,married,blue-collar worker
p022142,A022522,5472906,33,high school,female,married,white-collar worker
p022143,A022523,5039472,68,associate degree,male,2,8
p022144,A022524,3468205,29,graduate degree or higher,male,single,9
p022145,A022525,2486137,45,associate degree,female,married,business owner
p022146,A022526,1398427,19,below high school,female,single,student
p022147,A022527,3295718,52,high school,male,married,retired
p022148,A022528,4027316,38,bachelor's degree,female,2,other
p022149,A022529,4871609,61,associate degree,male,single,freelancer
p022150,A022530,1739462,24,associate degree,female,single,other
p022151,A022531,1739462,52,bachelor's degree,male,married,blue-collar worker
p022152,A022532,1739462,67,high school,female,2,9
p022153,A022533,1398427,31,associate degree,male,married,retired
p022154,A022534,2793615,19,below high school,female,single,student
p022155,A022535,3581974,45,graduate degree or higher,male,married,8
p022156,A022536,1872056,38,associate degree,female,married,freelancer
p022157,A022537,3862507,28,bachelor's degree,male,single,white-collar worker
p022158,A022538,2367901,60,associate degree,female,2,business owner
p022159,A022539,2486137,33,high school,male,single,unemployed
p022160,A022542,2947806,22,associate degree,male,single,other
p022161,A022543,4175902,47,bachelor's degree,female,married,blue-collar worker
p022162,A022544,2367901,68,high school,male,2,8
p022163,A022545,1872056,31,associate degree,female,married,retired
p022164,A022546,3071954,19,below high school,female,single,student
p022165,A022547,3071954,55,graduate degree or higher,male,married,white-collar worker
p022166,A022548,1527806,39,high school,female,2,9
p022167,A022549,4693725,27,bachelor's degree,male,single,freelancer
p022168,A022550,5472906,62,associate degree,female,married,unemployed
p022169,A022551,1683509,44,associate degree,male,married,business owner
p022170,A022552,4175902,28,associate degree,male,single,other
p022171,A022553,4027316,65,bachelor's degree,female,married,blue-collar worker
p022172,A022554,1739462,42,graduate degree or higher,male,2,business owner
p022173,A022555,1739462,22,high school,female,single,student
p022174,A022556,3186407,53,associate degree,female,married,8
p022175,A022557,1739462,37,bachelor's degree,male,married,retired
p022176,A022558,3186407,71,below high school,female,2,white-collar worker
p022177,A022559,2046713,19,below high school,male,single,9
p022178,A022560,3295718,46,high school,female,married,unemployed
p022179,A022561,1047286,31,associate degree,male,married,freelancer
p022180,A022562,3581974,72,associate degree,female,married,other
p022181,A022563,1683509,28,associate degree,male,single,retired
p022182,A022564,5286314,45,bachelor's degree,male,2,business owner
p022183,A022565,4871609,19,high school,female,single,white-collar worker
